,siteref,x,y,site_id,habitat,area,rubble,k,Reef,reef_siteid,long,lat,sitedepth,recom_connectivity
422,L_273,24,13,1_BR_3,Back Reef,8968.711316,FALSE,32.8125,19179100104,19179100104_1_BR_3,149.7842511,-19.73422827,0,L_273
423,L_273,24,13,1_C_2,Crest,78396.77882,FALSE,10.50119332,19179100104,19179100104_1_C_2,149.7847378,-19.73741496,0,L_273
424,L_273,24,13,1_S_5,Slope,57799.17373,FALSE,36.80650685,19179100104,19179100104_1_S_5,149.7828628,-19.73556127,0,L_273
425,L_274,22,15,1_BR_4,Back Reef,664.3554938,FALSE,30,19179100104,19179100104_1_BR_4,149.7751833,-19.73704083,0,L_274
426,L_275,23,12,1_BR_5,Back Reef,5315.370564,FALSE,32.18181818,19179100104,19179100104_1_BR_5,149.7868877,-19.74144237,0,L_275
427,L_276,24,9,1_BR_6,Back Reef,6977.295877,FALSE,16.05263158,19179100104,19179100104_1_BR_6,149.7967748,-19.74813678,0,L_276
428,L_276,24,9,1_S_4,Slope,64457.10505,FALSE,18.2630814,19179100104,19179100104_1_S_4,149.7967177,-19.74835183,0,L_276
429,L_277,23,8,1_BR_7,Back Reef,19272.07373,FALSE,35,19179100104,19179100104_1_BR_7,149.7968081,-19.75353015,0,L_277
430,L_277,23,8,1_S_7,Slope,94698.46224,FALSE,35.02964427,19179100104,19179100104_1_S_7,149.796031,-19.753315,0,L_277
431,L_278,24,14,1_C_1,Crest,58130.24112,FALSE,14.7327044,19179100104,19179100104_1_C_1,149.7820349,-19.73437917,0,L_278
432,L_278,24,14,1_SS_1,Sheltered Slope,20926.84659,FALSE,34.31506849,19179100104,19179100104_1_SS_1,149.7806327,-19.73456693,0,L_278
433,L_279,22,13,1_C_3,Crest,61790.34985,FALSE,2.431610942,19179100104,19179100104_1_C_3,149.7806029,-19.74193323,0,L_279
434,L_279,22,13,1_SS_2,Sheltered Slope,41857.23278,FALSE,30.22988506,19179100104,19179100104_1_SS_2,149.7795456,-19.7408972,0,L_279
435,L_280,22,12,1_C_4,Crest,97342.24196,FALSE,7.763409962,19179100104,19179100104_1_C_4,149.7826795,-19.74575729,0,L_280
436,L_280,22,12,1_SS_3,Sheltered Slope,61460.91849,FALSE,29.83606557,19179100104,19179100104_1_SS_3,149.7816745,-19.74493004,0,L_280
437,L_280,22,12,1_S_2,Slope,48172.68575,FALSE,34.40545809,19179100104,19179100104_1_S_2,149.7827069,-19.74560743,0,L_280
438,L_281,22,14,1_OF_1,Outer Flat,51490.37187,FALSE,38.66906475,19179100104,19179100104_1_OF_1,149.7781317,-19.74029296,0,L_281
439,L_281,22,14,1_S_3,Slope,22588.51559,FALSE,24.05063291,19179100104,19179100104_1_S_3,149.7759275,-19.73823229,0,L_281
440,L_282,24,15,1_P_1,Patch,3985.869655,FALSE,4.651162791,19179100104,19179100104_1_P_1,149.779755,-19.73123267,0,L_282
441,L_282,24,15,1_S_9,Slope,66430.93819,FALSE,19.49438202,19179100104,19179100104_1_S_9,149.779707,-19.73100176,0,L_282
442,L_283,23,13,1_S_1,Slope,74080.35296,FALSE,29.58808619,19179100104,19179100104_1_S_1,149.7814894,-19.74014946,0,L_283
443,L_284,25,16,1_S_10,Slope,42845.02971,FALSE,19.40217391,19179100104,19179100104_1_S_10,149.7788011,-19.72630856,0,L_284
444,L_285,24,12,1_S_8,Slope,77069.20968,FALSE,25,19179100104,19179100104_1_S_8,149.7859449,-19.73824415,0,L_285
445,L_286,8,33,1_BR_1,Back Reef,7969.573004,FALSE,35,19180100104,19180100104_1_BR_1,149.6848636,-19.7339957,0,L_286
446,L_287,10,31,1_BR_2,Back Reef,3320.782218,FALSE,35,19180100104,19180100104_1_BR_2,149.696838,-19.73389935,0,L_287
447,L_288,6,34,1_BR_3,Back Reef,30218.8687,FALSE,29.85148515,19180100104,19180100104_1_BR_3,149.6776643,-19.73785624,0,L_288
448,L_288,6,34,1_SS_5,Sheltered Slope,151093.9853,FALSE,31.68831169,19180100104,19180100104_1_SS_5,149.6777083,-19.73767588,0,L_288
449,L_288,6,34,1_S_3,Slope,332.0666727,FALSE,35,19180100104,19180100104_1_S_3,149.675389,-19.73648818,0,L_288
450,L_289,4,35,1_BR_4,Back Reef,15275.54158,FALSE,1.46875,19180100104,19180100104_1_BR_4,149.6697676,-19.74006288,0,L_289
451,L_289,4,35,1_SS_1,Sheltered Slope,245069.8505,FALSE,21.68513565,19180100104,19180100104_1_SS_1,149.6698294,-19.73917806,0,L_289
452,L_290,6,31,1_BR_5,Back Reef,17601.8057,FALSE,38.77604167,19180100104,19180100104_1_BR_5,149.6864068,-19.74315046,0,L_290
453,L_290,6,31,1_SS_3,Sheltered Slope,306209.4604,FALSE,33.84533252,19180100104,19180100104_1_SS_3,149.6856509,-19.74437746,0,L_290
454,L_291,4,33,1_BR_6,Back Reef,22915.3724,FALSE,39.04958678,19180100104,19180100104_1_BR_6,149.6779335,-19.74458008,0,L_291
455,L_291,4,33,1_OF_1,Outer Flat,38524.9879,FALSE,68.48635236,19180100104,19180100104_1_OF_1,149.6759665,-19.7461562,0,L_291
456,L_292,5,32,1_BR_7,Back Reef,37861.27494,FALSE,35.86034913,19180100104,19180100104_1_BR_7,149.6821968,-19.74564459,0,L_292
457,L_293,9,30,1_C_1,Crest,49481.40927,FALSE,9.811320755,19180100104,19180100104_1_C_1,149.6970413,-19.73639874,0,L_293
458,L_293,9,30,1_S_1,Slope,44499.36841,FALSE,22.11864407,19180100104,19180100104_1_S_1,149.6968621,-19.73532578,0,L_293
459,L_294,7,29,1_C_2,Crest,47494.55994,FALSE,15.94488189,19180100104,19180100104_1_C_2,149.695013,-19.74549108,0,L_294
460,L_295,4,32,1_C_3,Crest,67088.31875,FALSE,20.60857538,19180100104,19180100104_1_C_3,149.6768554,-19.74776902,0,L_295
461,L_295,4,32,1_SS_7,Sheltered Slope,115247.0947,FALSE,29.01385493,19180100104,19180100104_1_SS_7,149.6811748,-19.7475645,0,L_295
462,L_295,4,32,1_S_5,Slope,35537.22041,FALSE,28.30708661,19180100104,19180100104_1_S_5,149.6814202,-19.74736832,0,L_295
463,L_296,6,29,1_C_4,Crest,177697.2661,FALSE,11.10523533,19180100104,19180100104_1_C_4,149.6915169,-19.74948807,0,L_296
464,L_296,6,29,1_S_7,Slope,68420.86088,FALSE,29.46896552,19180100104,19180100104_1_S_7,149.6944494,-19.74785733,0,L_296
465,L_297,5,30,1_C_5,Crest,29892.77735,FALSE,17.46031746,19180100104,19180100104_1_C_5,149.6861029,-19.75024247,0,L_297
466,L_297,5,30,1_IF_6,Inner Flat,26903.39186,FALSE,54.91525424,19180100104,19180100104_1_IF_6,149.6876378,-19.74958983,0,L_297
467,L_297,5,30,1_OF_3,Outer Flat,103958.4032,FALSE,66.48599819,19180100104,19180100104_1_OF_3,149.6869586,-19.74863242,0,L_297
468,L_297,5,30,1_S_9,Slope,43511.29551,FALSE,35.91397849,19180100104,19180100104_1_S_9,149.6873039,-19.75110978,0,L_297
469,L_298,9,31,1_IF_1,Inner Flat,170691.2487,FALSE,44.48087432,19180100104,19180100104_1_IF_1,149.6937983,-19.73590063,0,L_298
470,L_298,9,31,1_OF_2,Outer Flat,124196.3962,FALSE,44.7467876,19180100104,19180100104_1_OF_2,149.6922304,-19.73449494,0,L_298
471,L_299,4,34,1_IF_2,Inner Flat,249404.537,FALSE,17.85983421,19180100104,19180100104_1_IF_2,149.6734048,-19.74343793,0,L_299
472,L_300,5,34,1_IF_3,Inner Flat,188288.9172,FALSE,27.81655035,19180100104,19180100104_1_IF_3,149.6731273,-19.73974502,0,L_300
473,L_301,7,30,1_IF_4,Inner Flat,227172.9949,FALSE,21.97938144,19180100104,19180100104_1_IF_4,149.691691,-19.74508231,0,L_301
474,L_302,7,34,1_IF_5,Inner Flat,38850.95034,FALSE,13.55932203,19180100104,19180100104_1_IF_5,149.6795061,-19.73394087,0,L_302
475,L_302,7,34,1_OF_5,Outer Flat,116884.435,FALSE,26.98795181,19180100104,19180100104_1_OF_5,149.6796721,-19.73360898,0,L_302
476,L_302,7,34,1_SS_2,Sheltered Slope,250704.265,FALSE,25.32282004,19180100104,19180100104_1_SS_2,149.6797068,-19.73372538,0,L_302
477,L_303,4,31,1_OF_4,Outer Flat,56129.82788,FALSE,28.47682119,19180100104,19180100104_1_OF_4,149.680749,-19.74874109,0,L_303
478,L_304,7,32,1_OF_6,Outer Flat,34869.56344,FALSE,38.97849462,19180100104,19180100104_1_OF_6,149.6880078,-19.7387748,0,L_304
479,L_304,7,32,1_S_2,Slope,1660.39715,FALSE,35,19180100104,19180100104_1_S_2,149.6860303,-19.73672564,0,L_304
480,L_305,5,33,1_OF_7,Outer Flat,39851.29353,FALSE,30.33175355,19180100104,19180100104_1_OF_7,149.6762593,-19.7422227,0,L_305
481,L_305,5,33,1_SS_4,Sheltered Slope,194610.5955,FALSE,31.36189564,19180100104,19180100104_1_SS_4,149.6777457,-19.74314175,0,L_305
482,L_306,8,31,1_P_1,Patch,5645.609824,FALSE,28.5483871,19180100104,19180100104_1_P_1,149.6931742,-19.73833253,0,L_306
483,L_306,8,31,1_SS_8,Sheltered Slope,207561.5476,FALSE,32.67825312,19180100104,19180100104_1_SS_8,149.6924376,-19.73932481,0,L_306
484,L_307,3,34,1_SS_10,Sheltered Slope,17601.42696,FALSE,37.34693878,19180100104,19180100104_1_SS_10,149.6713124,-19.74519323,0,L_307
485,L_307,3,34,1_S_6,Slope,16273.04771,FALSE,34.30555556,19180100104,19180100104_1_S_6,149.6710821,-19.74538235,0,L_307
486,L_308,7,31,1_SS_11,Sheltered Slope,213536.7627,FALSE,36.51687856,19180100104,19180100104_1_SS_11,149.6884312,-19.73941416,0,L_308
487,L_309,8,32,1_SS_6,Sheltered Slope,172344.9253,FALSE,31.30010834,19180100104,19180100104_1_SS_6,149.6877924,-19.73451329,0,L_309
488,L_310,9,32,1_SS_9,Sheltered Slope,41508.42084,FALSE,26.32723112,19180100104,19180100104_1_SS_9,149.6930379,-19.73245212,0,L_310
489,L_311,8,30,1_S_4,Slope,105609.6878,FALSE,29.28822496,19180100104,19180100104_1_S_4,149.6931789,-19.74076322,0,L_311
490,L_312,3,33,1_S_8,Slope,22252.0094,FALSE,33.17021277,19180100104,19180100104_1_S_8,149.6754085,-19.74792989,0,L_312
491,L_313,12,23,1_BR_1,Back Reef,4650.322262,FALSE,35,19182100104,19182100104_1_BR_1,149.7245963,-19.74631315,0,L_313
492,L_313,12,23,1_S_5,Slope,12622.23175,FALSE,35,19182100104,19182100104_1_S_5,149.7242608,-19.74598616,0,L_313
493,L_314,12,21,1_BR_2,Back Reef,4982.850666,FALSE,21.38888889,19182100104,19182100104_1_BR_2,149.7320282,-19.74979743,0,L_314
494,L_314,12,21,1_S_6,Slope,46507.24642,FALSE,34.72,19182100104,19182100104_1_S_6,149.7315878,-19.75089066,0,L_314
495,L_315,10,20,1_BR_3,Back Reef,9302.388305,FALSE,32.52525253,19182100104,19182100104_1_BR_3,149.7294442,-19.75865792,0,L_315
496,L_315,10,20,1_S_1,Slope,56812.82998,FALSE,34.08094435,19182100104,19182100104_1_S_1,149.7301217,-19.76079899,0,L_315
497,L_316,11,17,1_BR_4,Back Reef,20268.22435,FALSE,32.52358491,19182100104,19182100104_1_BR_4,149.7398237,-19.76441102,0,L_316
498,L_317,12,19,1_C_1,Crest,61793.89521,FALSE,15.10574018,19182100104,19182100104_1_C_1,149.7377933,-19.75606413,0,L_317
499,L_317,12,19,1_SS_1,Sheltered Slope,15946.80296,FALSE,10.79545455,19182100104,19182100104_1_SS_1,149.7361153,-19.75641896,0,L_317
500,L_317,12,19,1_S_2,Slope,149169.2963,FALSE,27.90371725,19182100104,19182100104_1_S_2,149.7373383,-19.7562495,0,L_317
501,L_318,10,18,1_C_2,Crest,134894.1778,FALSE,11.02635229,19182100104,19182100104_1_C_2,149.7349261,-19.76246279,0,L_318
502,L_318,10,18,1_S_4,Slope,93697.47792,FALSE,20.86241276,19182100104,19182100104_1_S_4,149.7350931,-19.76434977,0,L_318
503,L_319,10,19,1_OF_1,Outer Flat,61133.36442,FALSE,44.15384615,19182100104,19182100104_1_OF_1,149.7324008,-19.7619466,0,L_319
504,L_319,10,19,1_SS_2,Sheltered Slope,150505.3778,FALSE,23.66810878,19182100104,19182100104_1_SS_2,149.7328806,-19.76073039,0,L_319
505,L_320,11,18,1_S_3,Slope,154167.8813,FALSE,25.84648058,19182100104,19182100104_1_S_3,149.7390062,-19.76295449,0,L_320
506,L_321,9,22,1_S_7,Slope,33221.0155,FALSE,35,19182100104,19182100104_1_S_7,149.7232351,-19.75622233,0,L_321
507,L_322,10,24,1_S_8,Slope,76398.6989,FALSE,21.44336175,19182100104,19182100104_1_S_8,149.7160263,-19.74884884,0,L_322
508,L_323,7,19,1_C_1,Crest,57482.88527,FALSE,8.265802269,19186100104,19186100104_1_C_1,149.7253176,-19.76891682,0,L_323
509,L_324,7,20,1_SS_1,Sheltered Slope,8306.663544,FALSE,14.60674157,19186100104,19186100104_1_SS_1,149.7247529,-19.76808096,0,L_324
510,L_324,7,20,1_S_1,Slope,66121.25447,FALSE,22.01908957,19186100104,19186100104_1_S_1,149.7248814,-19.76828221,0,L_324
511,L_325,12,11,1_BR_1,Back Reef,20272.8715,FALSE,48.55450237,19188100104,19188100104_1_BR_1,149.7623673,-19.7756387,0,L_325
512,L_325,12,11,1_SS_1,Sheltered Slope,27584.36926,FALSE,19.13043478,19188100104,19188100104_1_SS_1,149.7611282,-19.77585169,0,L_325
513,L_326,11,12,1_BR_2,Back Reef,17946.54429,FALSE,40.23560209,19188100104,19188100104_1_BR_2,149.7570294,-19.77716103,0,L_326
514,L_327,12,9,1_BR_3,Back Reef,17947.63461,FALSE,31.53645833,19188100104,19188100104_1_BR_3,149.7667007,-19.77927685,0,L_327
515,L_328,9,10,1_BR_4,Back Reef,20939.759,FALSE,30.04504505,19188100104,19188100104_1_BR_4,149.7569616,-19.78448842,0,L_328
516,L_328,9,10,1_IF_1,Inner Flat,152235.4153,FALSE,42.01667696,19188100104,19188100104_1_IF_1,149.7583681,-19.78732843,0,L_328
517,L_328,9,10,1_SS_3,Sheltered Slope,178490.134,FALSE,21.8503937,19188100104,19188100104_1_SS_3,149.759123,-19.78544357,0,L_328
518,L_329,10,8,1_BR_5,Back Reef,27256.60116,TRUE,29.88054608,19188100104,19188100104_1_BR_5,149.7645496,-19.78714764,0,L_329
519,L_329,10,8,1_SS_4,Sheltered Slope,112351.6203,FALSE,23.82426778,19188100104,19188100104_1_SS_4,149.7651373,-19.78780662,0,L_329
520,L_330,7,9,1_BR_6,Back Reef,3324.151296,FALSE,14.54545455,19188100104,19188100104_1_BR_6,149.7561885,-19.79291567,0,L_330
521,L_330,7,9,1_C_3,Crest,129977.1299,FALSE,16.30986938,19188100104,19188100104_1_C_3,149.7580656,-19.79403766,0,L_330
522,L_331,10,7,1_C_1,Crest,97398.09994,FALSE,19.44980695,19188100104,19188100104_1_C_1,149.7676621,-19.79057483,0,L_331
523,L_331,10,7,1_OF_2,Outer Flat,86426.46364,FALSE,54.98917749,19188100104,19188100104_1_OF_2,149.7687497,-19.78874781,0,L_331
524,L_332,12,8,1_C_2,Crest,133952.542,FALSE,20.27777778,19188100104,19188100104_1_C_2,149.7727099,-19.78325968,0,L_332
525,L_332,12,8,1_OF_1,Outer Flat,89746.27398,FALSE,63.00940439,19188100104,19188100104_1_OF_1,149.7710059,-19.78477806,0,L_332
526,L_332,12,8,1_SS_2,Sheltered Slope,28584.56992,FALSE,5.144230769,19188100104,19188100104_1_SS_2,149.7701439,-19.78175028,0,L_332
527,L_333,13,9,1_C_4,Crest,114000.0551,FALSE,16.69547325,19188100104,19188100104_1_C_4,149.7685953,-19.77841588,0,L_333
528,L_333,13,9,1_S_4,Slope,64145.79972,FALSE,14.06841339,19188100104,19188100104_1_S_4,149.7690811,-19.77829784,0,L_333
529,L_334,11,7,1_C_5,Crest,76786.58005,FALSE,6.825876663,19188100104,19188100104_1_C_5,149.7716126,-19.78807061,0,L_334
530,L_335,8,9,1_IF_2,Inner Flat,138282.1259,FALSE,22.99062291,19188100104,19188100104_1_IF_2,149.7566537,-19.79146669,0,L_335
531,L_335,8,9,1_OF_3,Outer Flat,109027.7877,FALSE,41.16148532,19188100104,19188100104_1_OF_3,149.7578362,-19.78963494,0,L_335
532,L_336,12,12,1_P_1,Patch,3987.979004,FALSE,4.651162791,19188100104,19188100104_1_P_1,149.7592147,-19.77408256,0,L_336
533,L_336,12,12,1_S_1,Slope,292784.4736,FALSE,26.35816165,19188100104,19188100104_1_S_1,149.7586518,-19.77430194,0,L_336
534,L_337,8,10,1_SS_5,Sheltered Slope,63821.3968,FALSE,25.82966226,19188100104,19188100104_1_SS_5,149.7559624,-19.79035999,0,L_337
535,L_338,10,12,1_S_2,Slope,68795.46471,FALSE,35.02038043,19188100104,19188100104_1_S_2,149.7554509,-19.77792655,0,L_338
536,L_339,13,10,1_S_3,Slope,83086.04858,FALSE,31.200453,19188100104,19188100104_1_S_3,149.7649088,-19.77548643,0,L_339
537,L_340,7,10,1_S_5,Slope,50194.47596,FALSE,18.55575868,19188100104,19188100104_1_S_5,149.7545052,-19.79301077,0,L_340
538,L_341,9,7,1_S_6,Slope,25263.85825,FALSE,30,19188100104,19188100104_1_S_6,149.7659924,-19.79149992,0,L_341
539,L_342,9,11,1_S_7,Slope,54508.6961,FALSE,34.7008547,19188100104,19188100104_1_S_7,149.7555166,-19.78330261,0,L_342
540,L_343,8,8,1_S_8,Slope,25596.886,FALSE,23.50909091,19188100104,19188100104_1_S_8,149.760323,-19.79454237,0,L_343
541,L_344,13,8,1_S_9,Slope,17948.80079,FALSE,21.0880829,19188100104,19188100104_1_S_9,149.7732888,-19.78242182,0,L_344
542,L_346,6,1,1_C_1,Crest,65514.98841,FALSE,15.34090909,19194100104,19194100104_1_C_1,149.778804,-19.81982338,0,L_346
543,L_346,6,1,1_S_1,Slope,85133.18559,FALSE,20.07760532,19194100104,19194100104_1_S_1,149.7777162,-19.81749416,0,L_346
544,L_346,6,1,1_S_2,Slope,28268.81948,FALSE,33.08724832,19194100104,19194100104_1_S_2,149.7804949,-19.82180971,0,L_346
545,L_347,5,1,1_C_2,Crest,130041.8745,FALSE,27.81791908,19194100104,19194100104_1_C_2,149.7795169,-19.82498762,0,L_347
546,L_347,5,1,1_OF_3,Outer Flat,70170.96479,FALSE,37.46666667,19194100104,19194100104_1_OF_3,149.7772454,-19.82027902,0,L_347
547,L_347,5,1,1_SS_1,Sheltered Slope,32591.01879,FALSE,35.43785311,19194100104,19194100104_1_SS_1,149.7754679,-19.82017362,0,L_347
548,L_347,5,1,1_S_3,Slope,30931.28101,FALSE,44.16666667,19194100104,19194100104_1_S_3,149.7805438,-19.82616181,0,L_347
549,L_348,3,1,1_C_3,Crest,111088.3317,FALSE,46.80672269,19194100104,19194100104_1_C_3,149.7758523,-19.82842796,0,L_348
550,L_349,4,1,1_IF_1,Inner Flat,34255.67712,FALSE,33.24324324,19194100104,19194100104_1_IF_1,149.7749942,-19.82419162,0,L_349
551,L_349,4,1,1_OF_1,Outer Flat,284359.6806,FALSE,55.05100362,19194100104,19194100104_1_OF_1,149.776848,-19.82485211,0,L_349
552,L_349,4,1,1_SS_2,Sheltered Slope,55541.07061,FALSE,50.83191851,19194100104,19194100104_1_SS_2,149.7734833,-19.82495187,0,L_349
553,L_350,27,40,1_C_1,Crest,71988.88355,FALSE,40.4915912,19252100104,19252100104_1_C_1,149.7084199,-19.65945148,0,L_350
554,L_350,27,40,1_SS_1,Sheltered Slope,16255.49741,FALSE,18.95705521,19252100104,19252100104_1_SS_1,149.7075608,-19.65940276,0,L_350
555,L_350,27,40,1_S_1,Slope,57391.93643,FALSE,28.82799325,19252100104,19252100104_1_S_1,149.7089138,-19.6591825,0,L_350
556,L_351,23,19,1_BR_1,Back Reef,15940.68399,FALSE,11.96531792,19257100104,19257100104_1_BR_1,149.7640295,-19.72230279,0,L_351
557,L_352,22,17,1_BR_2,Back Reef,5314.28062,FALSE,11.27118644,19257100104,19257100104_1_BR_2,149.7666671,-19.73140617,0,L_352
558,L_352,22,17,1_S_2,Slope,26571.63144,FALSE,6.146953405,19257100104,19257100104_1_S_2,149.7664611,-19.73207409,0,L_352
559,L_353,24,20,1_C_1,Crest,43503.14782,FALSE,6.400862069,19257100104,19257100104_1_C_1,149.7623468,-19.71999582,0,L_353
560,L_353,24,20,1_SS_1,Sheltered Slope,2656.635231,FALSE,30.2,19257100104,19257100104_1_SS_1,149.7618616,-19.71887645,0,L_353
561,L_354,25,19,1_P_1,Patch,3984.995351,FALSE,13.33333333,19257100104,19257100104_1_P_1,149.7685538,-19.71808389,0,L_354
562,L_355,24,19,1_S_1,Slope,88335.78809,FALSE,15.78947368,19257100104,19257100104_1_S_1,149.7672089,-19.71979928,0,L_355
