site_id,habitat,area,rubble,k,Reef,reef_siteid,long,lat,sitedepth,recom_connectivity
TR_S_2,Slope,61209.73701,FALSE,37.10403727,Thetford,Thetford_TR_S_2,146.1901429,-16.81515463,-12.33921355,278
TR_S_3,Slope,189495.9894,FALSE,31.97388247,Thetford,Thetford_TR_S_3,146.1868372,-16.79558205,-13.385037,287
TR_S_4,Slope,185140.2007,FALSE,24.89722508,Thetford,Thetford_TR_S_4,146.1945226,-16.79753379,-9.858476463,270
TR_S_5,Slope,51815.93369,FALSE,24.27777778,Thetford,Thetford_TR_S_5,146.184154,-16.7889446,-12.65107095,292
TR_S_6,Slope,40905.62359,FALSE,19.75247525,Thetford,Thetford_TR_S_6,146.2008431,-16.80417573,-6.912650004,256
TR_S_7,Slope,46842.66898,FALSE,27.09574468,Thetford,Thetford_TR_S_7,146.2003432,-16.80959513,-7.453293885,254
TR_S_8,Slope,122069.6558,FALSE,24.15752351,Thetford,Thetford_TR_S_8,146.1899951,-16.79711145,-9.960445371,281
TR_S_9,Slope,9989.258783,FALSE,34.75961538,Thetford,Thetford_TR_S_9,146.1790779,-16.79456205,-14.20916274,301
ER_BR_1,Back Reef,18452.53209,FALSE,32.40740741,Elford,Elford_ER_BR_1,146.1955084,-16.90019482,-14.59818239,265
ER_BR_10,Back Reef,31297.97185,TRUE,30.13719512,Elford,Elford_ER_BR_10,146.2895175,-16.90917556,-11.4480032,26
ER_BR_11,Back Reef,25657.95309,FALSE,35.86466165,Elford,Elford_ER_BR_11,146.2433115,-16.91090687,-13.78430045,118
ER_BR_12,Back Reef,22537.76336,FALSE,35,Elford,Elford_ER_BR_12,146.3070829,-16.91141542,-16.45790397,3
ER_BR_13,Back Reef,12201.24935,FALSE,32.61538462,Elford,Elford_ER_BR_13,146.2235761,-16.90863212,-9.424900865,185
ER_BR_14,Back Reef,18143.75725,FALSE,42.34972678,Elford,Elford_ER_BR_14,146.2057555,-16.90950595,-7.319243271,239
ER_BR_15,Back Reef,30984.94117,FALSE,28.53658537,Elford,Elford_ER_BR_15,146.2849255,-16.91071059,-11.74314099,34
ER_BR_16,Back Reef,17204.85949,FALSE,32.44505495,Elford,Elford_ER_BR_16,146.1970159,-16.91117476,-14.38201157,257
ER_BR_17,Back Reef,4692.559847,FALSE,46,Elford,Elford_ER_BR_17,146.2130419,-16.90952729,-3.587551,214
ER_BR_18,Back Reef,23790.8543,FALSE,35.52845528,Elford,Elford_ER_BR_18,146.3034437,-16.91518145,-15.66318359,5
ER_BR_19,Back Reef,50069.69823,FALSE,25.90654206,Elford,Elford_ER_BR_19,146.2504488,-16.91474734,-12.47467423,94
ER_BR_2,Back Reef,21269.01886,TRUE,34.18981481,Elford,Elford_ER_BR_2,146.212566,-16.89878481,-14.70309613,223
ER_BR_20,Back Reef,15954.79079,FALSE,28.88554217,Elford,Elford_ER_BR_20,146.202314,-16.91370369,-12.05889569,243
ER_BR_21,Back Reef,20970.06156,FALSE,31.25570776,Elford,Elford_ER_BR_21,146.2785606,-16.91426176,-14.08298991,47
ER_BR_22,Back Reef,6259.099448,FALSE,30.22727273,Elford,Elford_ER_BR_22,146.265421,-16.91306946,-14.07791667,74
ER_BR_23,Back Reef,50072.71913,FALSE,29.2630597,Elford,Elford_ER_BR_23,146.2557574,-16.91642744,-12.84875613,89
ER_BR_24,Back Reef,45065.90242,FALSE,31.70235546,Elford,Elford_ER_BR_24,146.2599958,-16.91551244,-14.23271661,84
ER_BR_25,Back Reef,43174.56294,FALSE,20.835141,Elford,Elford_ER_BR_25,146.2085192,-16.91528508,-9.189951955,229
ER_BR_26,Back Reef,27537.02472,FALSE,38.33892617,Elford,Elford_ER_BR_26,146.2383492,-16.91625574,-9.198933335,134
ER_BR_27,Back Reef,6886.046695,FALSE,41.42857143,Elford,Elford_ER_BR_27,146.2844211,-16.91523146,-3.767630771,33
ER_BR_28,Back Reef,44125.21731,TRUE,22.95851528,Elford,Elford_ER_BR_28,146.2469225,-16.91774792,-11.35929257,111
ER_BR_29,Back Reef,4693.506258,FALSE,48.93617021,Elford,Elford_ER_BR_29,146.22489,-16.91722667,-3.217531919,177
ER_BR_3,Back Reef,9071.906462,FALSE,35,Elford,Elford_ER_BR_3,146.2290545,-16.90133181,-16.52055822,163
ER_BR_30,Back Reef,13145.8731,FALSE,33.43065693,Elford,Elford_ER_BR_30,146.2698858,-16.91943316,-13.498916,67
ER_BR_31,Back Reef,30042.78226,FALSE,23.93987342,Elford,Elford_ER_BR_31,146.2403387,-16.9202633,-9.506601378,133
ER_BR_32,Back Reef,6260.24684,FALSE,5.970149254,Elford,Elford_ER_BR_32,146.2795123,-16.91891302,-5.023783358,46
ER_BR_33,Back Reef,28472.72963,FALSE,31.76369863,Elford,Elford_ER_BR_33,146.2116963,-16.91944581,-8.481659714,221
ER_BR_34,Back Reef,24105.82237,FALSE,35,Elford,Elford_ER_BR_34,146.3022876,-16.92034019,-16.89450925,6
ER_BR_35,Back Reef,12832.69009,FALSE,29.61538462,Elford,Elford_ER_BR_35,146.2649385,-16.92033784,-12.85504837,73
ER_BR_36,Back Reef,27849.03376,FALSE,28.46020761,Elford,Elford_ER_BR_36,146.219308,-16.92113773,-5.902968089,198
ER_BR_37,Back Reef,15649.39344,FALSE,36.02484472,Elford,Elford_ER_BR_37,146.2602629,-16.92114062,-10.97018589,83
ER_BR_38,Back Reef,13143.52322,FALSE,50.41353383,Elford,Elford_ER_BR_38,146.2364272,-16.92078831,-4.905183845,142
ER_BR_39,Back Reef,30047.38197,FALSE,31.66666667,Elford,Elford_ER_BR_39,146.2549658,-16.92411091,-7.178937916,87
ER_BR_4,Back Reef,27211.71401,FALSE,25.73883162,Elford,Elford_ER_BR_4,146.1976608,-16.90387766,-12.95776205,258
ER_BR_40,Back Reef,15335.64895,FALSE,33.57575758,Elford,Elford_ER_BR_40,146.248075,-16.92257008,-5.429374136,101
ER_BR_41,Back Reef,16593.11884,FALSE,35,Elford,Elford_ER_BR_41,146.2993736,-16.92423312,-15.40050646,9
ER_BR_42,Back Reef,24107.70372,FALSE,34.42,Elford,Elford_ER_BR_42,146.2947626,-16.92764287,-15.18700004,16
ER_BR_43,Back Reef,3130.295775,FALSE,45.16129032,Elford,Elford_ER_BR_43,146.2625483,-16.92822813,-4.682965509,78
ER_BR_44,Back Reef,18158.863,FALSE,34.81865285,Elford,Elford_ER_BR_44,146.2850846,-16.93047717,-17.55982877,30
ER_BR_5,Back Reef,7511.704863,FALSE,35,Elford,Elford_ER_BR_5,146.3063102,-16.90472392,-15.74397177,4
ER_BR_6,Back Reef,15330.07562,TRUE,32.56329114,Elford,Elford_ER_BR_6,146.2368239,-16.90505084,-15.29056666,144
ER_BR_7,Back Reef,32237.47596,FALSE,35,Elford,Elford_ER_BR_7,146.2985799,-16.9069933,-14.43585891,12
ER_BR_8,Back Reef,26593.78264,FALSE,27.15328467,Elford,Elford_ER_BR_8,146.2331065,-16.90815103,-8.721807263,157
ER_BR_9,Back Reef,20334.31449,FALSE,21.11904762,Elford,Elford_ER_BR_9,146.2181238,-16.90737885,-8.046009141,199
ER_C_1,Crest,131481.4036,FALSE,36.96750903,Elford,Elford_ER_C_1,146.2978562,-16.91970403,-1.046912746,13
ER_C_10,Crest,90463.15114,FALSE,31.96202532,Elford,Elford_ER_C_10,146.2984282,-16.91387958,-1.108489433,10
ER_C_11,Crest,54785.65417,FALSE,41.85248714,Elford,Elford_ER_C_11,146.2729302,-16.93045567,-1.693335778,55
ER_C_12,Crest,312.9893114,FALSE,25,Elford,Elford_ER_C_12,146.2493013,-16.92532595,-1.515333335,101
ER_C_2,Crest,100181.2991,FALSE,11.17424242,Elford,Elford_ER_C_2,146.2849309,-16.92725615,-1.248184262,31
ER_C_3,Crest,76044.65694,FALSE,40.72229141,Elford,Elford_ER_C_3,146.2303722,-16.92294658,-1.246804972,161
ER_C_4,Crest,60109.49597,FALSE,51.81674566,Elford,Elford_ER_C_4,146.2943572,-16.92460958,-1.283197349,17
ER_C_5,Crest,42261.42923,FALSE,26.35135135,Elford,Elford_ER_C_5,146.2665649,-16.93021413,-1.497098364,69
ER_C_6,Crest,12832.63163,FALSE,83.82352941,Elford,Elford_ER_C_6,146.2937454,-16.90981146,-1.464837207,20
ER_C_7,Crest,57605.03185,FALSE,31.23966942,Elford,Elford_ER_C_7,146.2894685,-16.92644931,-1.25616926,24
ER_C_8,Crest,118024.5029,FALSE,29.04263878,Elford,Elford_ER_C_8,146.2799359,-16.92823573,-1.222390346,40
ER_C_9,Crest,60083.839,FALSE,47.03821656,Elford,Elford_ER_C_9,146.2259379,-16.92371844,-1.281652173,176
ER_IF_1,Inner Flat,188134.0809,FALSE,84.21052632,Elford,Elford_ER_IF_1,146.2945581,-16.91786701,-1.198580424,19
ER_IF_10,Inner Flat,142971.6745,FALSE,51.6644474,Elford,Elford_ER_IF_10,146.2187947,-16.90954219,-2.141646271,199
ER_IF_11,Inner Flat,298165.1646,FALSE,47.93995529,Elford,Elford_ER_IF_11,146.224689,-16.91154899,-2.494762891,178
ER_IF_12,Inner Flat,260328.1465,FALSE,19.89051095,Elford,Elford_ER_IF_12,146.2214086,-16.91733719,-2.712083109,191
ER_IF_13,Inner Flat,275169.691,FALSE,67.70724939,Elford,Elford_ER_IF_13,146.2768348,-16.92673056,-1.390816654,50
ER_IF_14,Inner Flat,243769.6497,FALSE,41.12840467,Elford,Elford_ER_IF_14,146.2330644,-16.91921677,-2.067237665,156
ER_IF_15,Inner Flat,351824.4403,FALSE,52.86641428,Elford,Elford_ER_IF_15,146.2603787,-16.92549478,-2.14806371,82
ER_IF_16,Inner Flat,305541.2297,FALSE,70.18362901,Elford,Elford_ER_IF_16,146.2879227,-16.92391365,-1.249865034,27
ER_IF_17,Inner Flat,295795.606,FALSE,39.21885087,Elford,Elford_ER_IF_17,146.2916827,-16.91437137,-1.7781652,21
ER_IF_18,Inner Flat,146098.2807,FALSE,41.19558155,Elford,Elford_ER_IF_18,146.2140279,-16.91049088,-2.376063052,213
ER_IF_19,Inner Flat,255034.2244,FALSE,51.04477612,Elford,Elford_ER_IF_19,146.2281983,-16.92078007,-2.022907626,170
ER_IF_2,Inner Flat,222235.9238,FALSE,21.5661104,Elford,Elford_ER_IF_2,146.286937,-16.91551355,-1.985554956,28
ER_IF_20,Inner Flat,141128.5386,FALSE,62.08754209,Elford,Elford_ER_IF_20,146.2240435,-16.92192096,-2.147364675,184
ER_IF_21,Inner Flat,59746.65476,FALSE,43.45047923,Elford,Elford_ER_IF_21,146.2003907,-16.90884092,-2.159475712,251
ER_IF_22,Inner Flat,222246.6696,FALSE,15.62099872,Elford,Elford_ER_IF_22,146.2852908,-16.91896599,-2.183982041,32
ER_IF_23,Inner Flat,47565.26206,FALSE,20.91633466,Elford,Elford_ER_IF_23,146.2396865,-16.91740999,-2.547182393,134
ER_IF_24,Inner Flat,193672.614,FALSE,49.39113492,Elford,Elford_ER_IF_24,146.2300663,-16.911473,-2.413317223,162
ER_IF_25,Inner Flat,214742.7484,FALSE,46.21178556,Elford,Elford_ER_IF_25,146.270541,-16.92660719,-1.743524208,66
ER_IF_26,Inner Flat,30984.74566,FALSE,51.06382979,Elford,Elford_ER_IF_26,146.2552184,-16.92092573,-2.391786409,88
ER_IF_3,Inner Flat,93863.38866,FALSE,13.6958711,Elford,Elford_ER_IF_3,146.2143535,-16.91675313,-2.70184836,212
ER_IF_4,Inner Flat,335743.0998,FALSE,36.7271696,Elford,Elford_ER_IF_4,146.234638,-16.91390342,-2.283556221,148
ER_IF_5,Inner Flat,151100.4432,FALSE,37.81407035,Elford,Elford_ER_IF_5,146.2082849,-16.91124067,-2.2725166,233
ER_IF_6,Inner Flat,351542.2993,FALSE,56.52409312,Elford,Elford_ER_IF_6,146.2906926,-16.91990063,-1.64196775,25
ER_IF_7,Inner Flat,313649.0535,FALSE,32.49393204,Elford,Elford_ER_IF_7,146.2658981,-16.9257871,-2.051477635,72
ER_IF_8,Inner Flat,292370.9568,FALSE,27.32293697,Elford,Elford_ER_IF_8,146.276713,-16.92344585,-2.024515048,51
ER_IF_9,Inner Flat,437310.6825,FALSE,40.34858388,Elford,Elford_ER_IF_9,146.2823623,-16.92229787,-1.862049646,38
ER_OF_1,Outer Flat,210638.3461,FALSE,77.3465704,Elford,Elford_ER_OF_1,146.2493132,-16.92435159,-2.007982389,101
ER_OF_10,Outer Flat,116768.7539,FALSE,69.66475879,Elford,Elford_ER_OF_10,146.2739491,-16.9285914,-1.243744207,55
ER_OF_11,Outer Flat,103618.2824,FALSE,67.79505947,Elford,Elford_ER_OF_11,146.268963,-16.92908291,-1.280545545,65
ER_OF_12,Outer Flat,156185.6163,FALSE,67.64616322,Elford,Elford_ER_OF_12,146.2553541,-16.92466696,-2.455417414,87
ER_OF_13,Outer Flat,130499.9403,FALSE,66.66666667,Elford,Elford_ER_OF_13,146.2370108,-16.92218338,-2.00399158,142
ER_OF_14,Outer Flat,86652.49363,FALSE,68.6123348,Elford,Elford_ER_OF_14,146.2035728,-16.9105716,-2.629778292,244
ER_OF_15,Outer Flat,119578.385,FALSE,61.83689628,Elford,Elford_ER_OF_15,146.2624659,-16.92879587,-2.129214229,77
ER_OF_16,Outer Flat,85447.31543,FALSE,78.9293722,Elford,Elford_ER_OF_16,146.2603498,-16.92223884,-2.526621657,83
ER_OF_17,Outer Flat,28781.72885,FALSE,10.85526316,Elford,Elford_ER_OF_17,146.219195,-16.90875009,-1.690429067,199
ER_OF_18,Outer Flat,23778.65245,FALSE,75.69721116,Elford,Elford_ER_OF_18,146.2303996,-16.9108189,-1.723179915,162
ER_OF_19,Outer Flat,25347.34938,FALSE,77.6119403,Elford,Elford_ER_OF_19,146.2416868,-16.91686174,-2.37209486,128
ER_OF_2,Outer Flat,168720.223,FALSE,37.19752392,Elford,Elford_ER_OF_2,146.2968061,-16.91507134,-0.929917652,14
ER_OF_20,Outer Flat,28482.44509,FALSE,77.1043771,Elford,Elford_ER_OF_20,146.288866,-16.91209205,-2.028437279,29
ER_OF_3,Outer Flat,46647.1764,FALSE,31.21149897,Elford,Elford_ER_OF_3,146.2907532,-16.92551368,-1.023274511,24
ER_OF_4,Outer Flat,111741.5498,FALSE,48.47715736,Elford,Elford_ER_OF_4,146.2938919,-16.91175247,-1.644408397,20
ER_OF_5,Outer Flat,16592.14595,FALSE,8.620689655,Elford,Elford_ER_OF_5,146.2817536,-16.92702317,-0.701814372,40
ER_OF_6,Outer Flat,68525.34329,FALSE,65.32638889,Elford,Elford_ER_OF_6,146.2163411,-16.92042532,-3.443770349,204
ER_OF_7,Outer Flat,144319.2528,FALSE,45.45454545,Elford,Elford_ER_OF_7,146.2948569,-16.92190387,-0.726118503,18
ER_OF_8,Outer Flat,129568.4054,FALSE,54.90483163,Elford,Elford_ER_OF_8,146.2433717,-16.92325398,-1.934915122,115
ER_OF_9,Outer Flat,158322.3725,FALSE,39.48472139,Elford,Elford_ER_OF_9,146.2372048,-16.91085595,-1.681969659,143
ER_P_1,Patch,313.0111387,FALSE,0,Elford,Elford_ER_P_1,146.2801856,-16.9184448,-4.937333266,41
ER_P_2,Patch,1564.607057,FALSE,23.52941176,Elford,Elford_ER_P_2,146.2194944,-16.92314067,-2.316764698,197
ER_SS_1,Sheltered Slope,35981.50365,FALSE,37.67904509,Elford,Elford_ER_SS_1,146.2120116,-16.91848016,-8.568808886,222
ER_SS_10,Sheltered Slope,9389.681316,FALSE,35,Elford,Elford_ER_SS_10,146.2706936,-16.91770553,-17.98029346,60
ER_SS_11,Sheltered Slope,3129.261984,FALSE,30.46875,Elford,Elford_ER_SS_11,146.2214862,-16.92333229,-10.95668751,190
ER_SS_12,Sheltered Slope,5318.305293,FALSE,13.18181818,Elford,Elford_ER_SS_12,146.2198435,-16.90787373,-6.216169794,199
ER_SS_2,Sheltered Slope,135152.9604,FALSE,18.48484848,Elford,Elford_ER_SS_2,146.2095254,-16.9139619,-8.190630024,229
ER_SS_3,Sheltered Slope,28797.39342,FALSE,19.8019802,Elford,Elford_ER_SS_3,146.2789762,-16.91963552,-4.267216796,45
ER_SS_4,Sheltered Slope,23472.24737,FALSE,22.00404858,Elford,Elford_ER_SS_4,146.244336,-16.9221768,-7.597575749,116
ER_SS_5,Sheltered Slope,158343.6428,FALSE,28.47983143,Elford,Elford_ER_SS_5,146.2384554,-16.91837026,-11.08139836,134
ER_SS_6,Sheltered Slope,71946.88308,FALSE,41.24342105,Elford,Elford_ER_SS_6,146.2016454,-16.90892499,-8.698386962,245
ER_SS_7,Sheltered Slope,97606.50614,FALSE,39.04368932,Elford,Elford_ER_SS_7,146.2043318,-16.91341995,-6.567748204,238
ER_SS_8,Sheltered Slope,53826.99442,FALSE,34.63414634,Elford,Elford_ER_SS_8,146.239259,-16.92102711,-14.57077594,133
ER_SS_9,Sheltered Slope,29107.7174,TRUE,31.04234528,Elford,Elford_ER_SS_9,146.2571948,-16.92192136,-13.10364602,85
ER_S_1,Slope,386122.0815,FALSE,28.71139115,Elford,Elford_ER_S_1,146.241338,-16.91179332,-12.65024197,129
ER_S_10,Slope,233662.2501,FALSE,34.85778139,Elford,Elford_ER_S_10,146.2215824,-16.89956224,-15.80804624,193
ER_S_11,Slope,112047.7408,FALSE,32.28473998,Elford,Elford_ER_S_11,146.2787479,-16.91353647,-15.06766053,47
ER_S_12,Slope,96075.87135,TRUE,25.37055336,Elford,Elford_ER_S_12,146.2490737,-16.91810011,-12.3543539,102
ER_S_13,Slope,180331.8782,FALSE,26.79304897,Elford,Elford_ER_S_13,146.2835394,-16.92957416,-11.86651579,37
ER_S_14,Slope,106743.8999,FALSE,33.24239714,Elford,Elford_ER_S_14,146.2600031,-16.92958886,-13.3905,81
ER_S_15,Slope,178928.4517,TRUE,27.21569674,Elford,Elford_ER_S_15,146.1977267,-16.91022828,-12.13293201,257
ER_S_16,Slope,198087.9992,FALSE,27.27424749,Elford,Elford_ER_S_16,146.244958,-16.91663653,-10.89014533,117
ER_S_17,Slope,291900.4097,FALSE,34.09536251,Elford,Elford_ER_S_17,146.2389098,-16.90496515,-16.0593692,135
ER_S_18,Slope,118012.5875,FALSE,35,Elford,Elford_ER_S_18,146.3065363,-16.91279129,-17.2328226,2
ER_S_19,Slope,51633.13365,FALSE,32.67723881,Elford,Elford_ER_S_19,146.2211506,-16.92380993,-10.0922105,190
ER_S_2,Slope,190608.547,FALSE,28.75,Elford,Elford_ER_S_2,146.2922474,-16.90941682,-9.666564831,22
ER_S_20,Slope,148385.8546,FALSE,30.1887396,Elford,Elford_ER_S_20,146.3011241,-16.91842274,-11.31237737,7
ER_S_21,Slope,148898.011,FALSE,35,Elford,Elford_ER_S_21,146.2255889,-16.9000344,-16.30885878,180
ER_S_22,Slope,140754.4731,FALSE,35,Elford,Elford_ER_S_22,146.2166652,-16.89883485,-15.52368467,205
ER_S_23,Slope,68829.1595,FALSE,28.34710744,Elford,Elford_ER_S_23,146.233988,-16.90627884,-12.98135484,149
ER_S_24,Slope,69184.67193,FALSE,36.03566529,Elford,Elford_ER_S_24,146.2665188,-16.93121422,-12.72528781,69
ER_S_25,Slope,184641.2668,FALSE,29.67716942,Elford,Elford_ER_S_25,146.2559489,-16.91575348,-14.18542974,90
ER_S_26,Slope,112358.7273,FALSE,32.80694327,Elford,Elford_ER_S_26,146.2624881,-16.91827894,-16.132388,79
ER_S_27,Slope,22536.3201,FALSE,35,Elford,Elford_ER_S_27,146.3076439,-16.90742085,-18.0025446,1
ER_S_28,Slope,46006.71859,FALSE,36.07802875,Elford,Elford_ER_S_28,146.2420057,-16.92444621,-12.10829697,127
ER_S_29,Slope,64491.12296,FALSE,28.38757396,Elford,Elford_ER_S_29,146.2717795,-16.93140116,-11.79430334,59
ER_S_3,Slope,175891.6143,FALSE,29.95410367,Elford,Elford_ER_S_3,146.285473,-16.90960676,-14.27615266,35
ER_S_30,Slope,142385.4188,FALSE,33.28982597,Elford,Elford_ER_S_30,146.2522742,-16.91397586,-14.94055015,91
ER_S_31,Slope,150484.3248,TRUE,26.04702194,Elford,Elford_ER_S_31,146.2048307,-16.91624467,-9.441745353,237
ER_S_32,Slope,46612.03379,FALSE,34.78615071,Elford,Elford_ER_S_32,146.2182257,-16.90674242,-13.23435215,200
ER_S_33,Slope,187216.8031,FALSE,28.00101729,Elford,Elford_ER_S_33,146.2987445,-16.92329379,-13.54397247,9
ER_S_34,Slope,195807.5527,FALSE,32.22006786,Elford,Elford_ER_S_34,146.1979969,-16.90627528,-12.37932145,258
ER_S_35,Slope,107594.0001,TRUE,30.07042254,Elford,Elford_ER_S_35,146.2103833,-16.89835047,-14.02499536,230
ER_S_36,Slope,35675.79886,FALSE,33.02666667,Elford,Elford_ER_S_36,146.2288328,-16.92437551,-9.880845918,169
ER_S_37,Slope,70732.68424,TRUE,18.06970509,Elford,Elford_ER_S_37,146.2581505,-16.91973684,-9.177536942,85
ER_S_38,Slope,106091.2499,FALSE,34.62666667,Elford,Elford_ER_S_38,146.2615407,-16.9141817,-15.85042605,80
ER_S_39,Slope,8133.17225,FALSE,32.08333333,Elford,Elford_ER_S_39,146.204325,-16.90829968,-13.35675903,239
ER_S_4,Slope,126361.945,FALSE,26.63173653,Elford,Elford_ER_S_4,146.1944119,-16.90481359,-13.13564688,271
ER_S_40,Slope,150588.0978,FALSE,27.12428662,Elford,Elford_ER_S_40,146.2777683,-16.93102204,-12.97525222,44
ER_S_41,Slope,77299.31364,FALSE,34.84548826,Elford,Elford_ER_S_41,146.2351817,-16.92344269,-10.10376956,147
ER_S_42,Slope,70731.21925,FALSE,33.86178862,Elford,Elford_ER_S_42,146.2666741,-16.91546775,-15.63946917,70
ER_S_43,Slope,51000.48132,FALSE,33.18011257,Elford,Elford_ER_S_43,146.2105309,-16.91972189,-7.19242545,228
ER_S_44,Slope,82629.49639,FALSE,27.9350348,Elford,Elford_ER_S_44,146.2484389,-16.92586688,-10.46196323,100
ER_S_45,Slope,50707.60954,FALSE,29.7731569,Elford,Elford_ER_S_45,146.2544634,-16.92739293,-10.20914168,86
ER_S_46,Slope,37548.73066,FALSE,34.08977556,Elford,Elford_ER_S_46,146.2156929,-16.92160126,-7.813267414,204
ER_S_47,Slope,22524.10686,FALSE,33.36170213,Elford,Elford_ER_S_47,146.2248549,-16.90481641,-13.51604407,179
ER_S_48,Slope,93298.57219,FALSE,28.69609856,Elford,Elford_ER_S_48,146.2944544,-16.9268801,-12.73154406,16
ER_S_49,Slope,64115.71151,FALSE,24.0461997,Elford,Elford_ER_S_49,146.1956473,-16.90105149,-12.39380733,264
ER_S_5,Slope,223489.7603,FALSE,22.77044293,Elford,Elford_ER_S_5,146.2989672,-16.91171619,-9.088334077,11
ER_S_50,Slope,43187.80883,FALSE,35,Elford,Elford_ER_S_50,146.3023314,-16.89997131,-15.36320632,8
ER_S_6,Slope,335968.1465,FALSE,34.8611898,Elford,Elford_ER_S_6,146.2309362,-16.89973951,-17.31523842,164
ER_S_7,Slope,133017.6563,FALSE,34.113879,Elford,Elford_ER_S_7,146.2977048,-16.9068349,-13.9608625,15
ER_S_8,Slope,227492.9451,FALSE,28.71923237,Elford,Elford_ER_S_8,146.2475848,-16.9128406,-13.54212338,103
ER_S_9,Slope,214774.9256,FALSE,30.3187251,Elford,Elford_ER_S_9,146.2904511,-16.92840352,-12.24795167,23
BR_BR_1,Back Reef,19403.57704,FALSE,32.33830846,Briggs,Briggs_BR_BR_1,146.2046824,-16.93595105,-6.141994792,236
BR_C_1,Crest,76997.82018,FALSE,27.08333333,Briggs,Briggs_BR_C_1,146.2133601,-16.94010146,-1.404937985,211
BR_IF_1,Inner Flat,251632.2698,FALSE,49.86807388,Briggs,Briggs_BR_IF_1,146.205718,-16.93833438,-2.03157519,235
BR_OF_1,Outer Flat,38180.99751,FALSE,75.18796992,Briggs,Briggs_BR_OF_1,146.2039728,-16.93584034,-2.577155444,236
BR_OF_2,Outer Flat,334269.6229,FALSE,47.77856939,Briggs,Briggs_BR_OF_2,146.2105007,-16.93871522,-1.535025387,227
BR_SS_1,Sheltered Slope,70728.59382,FALSE,28.67208672,Briggs,Briggs_BR_SS_1,146.2010892,-16.93676103,-6.740519424,250
BR_S_1,Slope,48824.96308,FALSE,33.99029126,Briggs,Briggs_BR_S_1,146.2071904,-16.93876701,-11.65978793,232
BR_S_2,Slope,87942.62073,FALSE,33.49893162,Briggs,Briggs_BR_S_2,146.2004686,-16.93787265,-11.72764294,249
BR_S_3,Slope,57278.82205,FALSE,25.11054422,Briggs,Briggs_BR_S_3,146.2128012,-16.94025681,-8.872376814,220
